|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:10  | DELIVERY         |   2069 |     2671 |     3848 |    93654 |   93654 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:10  | SLEV             |   1309 |   1465.5 |     1612 |     1633 |    1633 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:10  | OSTAT            |    458 |    574.5 |      658 |      744 |     744 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:12  | NEWORD           |   1530 |     2193 |     3474 |    98099 |  213443 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:12  | PAYMENT          |   1082 |     1476 |     2978 |   213290 |  223759 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:12  | DELIVERY         |   2369 |   2818.5 |     3150 |   294859 |  294859 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:12  | SLEV             |   1347 |     1418 |     1778 |     1778 |    1778 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:12  | OSTAT            |    499 |      611 |      848 |      856 |     856 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:14  | NEWORD           |   1335 |     2088 |     3699 |   103680 |  314350 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:14  | PAYMENT          |   1012 |     1438 |     2539 |     3575 |  221011 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:14  | DELIVERY         |   2443 |   2811.5 |     3551 |     3928 |    3928 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:14  | SLEV             |   1242 |     1398 |     1708 |     1710 |    1710 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:14  | OSTAT            |    460 |      603 |      791 |      859 |     859 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:16  | NEWORD           |   1352 |     2036 |     3046 |   209659 |  298847 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:16  | PAYMENT          |   1092 |     1477 |     2350 |   226017 |  257634 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:16  | DELIVERY         |   1999 |     2213 |     2817 |     3003 |    3003 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:16  | SLEV             |   1276 |   1452.5 |     1677 |     1971 |    1971 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:16  | OSTAT            |    439 |      575 |      620 |      768 |     768 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:18  | NEWORD           |   1346 |     2001 |     3070 |    79605 |  147658 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:18  | PAYMENT          |   1055 |   1463.5 |     2496 |   223246 |  290731 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:18  | DELIVERY         |   2509 |     2679 |   171262 |   171262 |  171262 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:18  | SLEV             |   1332 |   1482.5 |     1693 |     2686 |    2686 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:18  | OSTAT            |    512 |      649 |      757 |      778 |     778 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:20  | NEWORD           |  64641 |   187119 |   300001 |   300001 |  300001 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:20  | PAYMENT          |  47730 |   156530 |   252694 |   252694 |  252694 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:20  | SLEV             |   1552 |     1552 |     1552 |     1552 |    1552 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:20  | OSTAT            |    847 |      872 |      897 |      897 |     897 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:22  | NEWORD           |   1289 |     2126 |   109198 |   134135 |  189288 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:22  | PAYMENT          |   1034 |     1505 |    77923 |   264467 |  275539 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:22  | DELIVERY         |   2180 |     2955 |   141553 |   141553 |  141553 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:22  | SLEV             |   1289 |     1312 |     1423 |     1423 |    1423 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:22  | OSTAT            |    576 |      591 |      640 |      640 |     640 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:24  | NEWORD           |   1418 |     2007 |     2740 |    96167 |  214961 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:24  | PAYMENT          |   1061 |     1407 |     2718 |   179500 |  296855 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:24  | DELIVERY         |   2014 |   2542.5 |     3171 |     3212 |    3212 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:24  | SLEV             |   1304 |   1409.5 |     1596 |     1769 |    1769 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:24  | OSTAT            |    429 |      604 |      771 |      841 |     841 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:26  | NEWORD           |   1346 |     1960 |     2983 |   101992 |  212880 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:26  | PAYMENT          |   1003 |     1389 |     2202 |    95844 |  302090 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:26  | DELIVERY         |   2025 |     2764 |     3408 |   289677 |  289677 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:26  | SLEV             |   1281 |   1416.5 |     1530 |     1545 |    1545 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:26  | OSTAT            |    565 |    637.5 |      781 |      807 |     807 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:28  | NEWORD           |   1465 |     1947 |     2752 |     4205 |   84049 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:28  | PAYMENT          |    981 |     1396 |     3723 |   223633 |  258612 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:28  | DELIVERY         |   2288 |     2555 |    89627 |    90919 |   90919 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:28  | SLEV             |   1238 |   1457.5 |     1676 |     2459 |    2459 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:28  | OSTAT            |    526 |      623 |      813 |      903 |     903 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:30  | NEWORD           |   1358 |     2028 |     2825 |    94718 |  264251 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:30  | PAYMENT          |   1084 |     1437 |     2052 |    74502 |  261026 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:30  | DELIVERY         |   2242 |     2678 |     4326 |    96299 |   96299 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:30  | SLEV             |   1307 |     1487 |     1700 |     2039 |    2039 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:30  | OSTAT            |    496 |    644.5 |    980.5 |     1056 |    1056 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:32  | NEWORD           |   1437 |     2006 |     3053 |   248005 |  388871 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:19:32  | PAYMENT          |   1060 |     1429 |    35235 |   143558 |  217032 |
